CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Segment
13801.0,67,23,324.8,2,2,2,222,Lost
13802.0,139,60,4599.42,2,3,4,234,At Risk
13803.0,255,17,277.07,1,1,1,111,Lost
13804.0,31,135,2588.39,3,4,4,344,Loyal Customers
13805.0,52,13,924.6,2,1,3,213,Hibernating
13806.0,64,10,256.38,2,1,1,211,Lost
13807.0,367,7,112.6,1,1,1,111,Lost
13808.0,6,76,1747.66,4,3,4,434,Potential Loyalists
13809.0,305,12,155.05,1,1,1,111,Lost
13810.0,29,35,1499.01,3,2,3,323,Promising
13811.0,184,13,814.5,1,1,3,113,Hibernating
13812.0,42,36,539.0,3,2,2,322,Need Attention
13813.0,40,69,1366.8600000000001,3,3,3,333,Promising
13814.0,92,57,1579.12,2,3,3,233,At Risk
13815.0,22,176,4027.36,3,4,4,344,Loyal Customers
13816.0,24,28,571.6700000000001,3,2,2,322,Need Attention
13817.0,29,24,382.98,3,2,2,322,Need Attention
13819.0,302,36,1140.35,1,2,3,123,Hibernating
13821.0,145,59,385.64,1,3,2,132,At Risk
13822.0,6,96,632.0,4,3,2,432,Potential Loyalists
13823.0,19,40,957.66,3,2,3,323,Promising
13824.0,33,46,1698.94,3,3,4,334,Promising
13826.0,176,10,189.5,1,1,1,111,Lost
13827.0,58,92,409.8,2,3,2,232,At Risk
13828.0,22,15,209.49,3,1,1,311,Need Attention
13831.0,16,72,2198.45,4,3,4,434,Potential Loyalists
13832.0,19,3,52.199999999999996,3,1,1,311,Need Attention
13833.0,159,28,383.85,1,2,2,122,Lost
13835.0,25,55,834.57,3,3,3,333,Promising
13837.0,212,18,266.59000000000003,1,2,1,121,Lost
13838.0,6,165,674.82,4,4,3,443,Loyal Customers
13841.0,253,1,85.0,1,1,1,111,Lost
13842.0,59,206,3385.62,2,4,4,244,At Risk
13844.0,11,20,361.62,4,2,2,422,Potential Loyalists
13845.0,65,9,312.98,2,1,2,212,Lost
13846.0,25,55,865.0600000000001,3,3,3,333,Promising
13848.0,92,5,1255.0,2,1,3,213,Hibernating
13849.0,52,101,1537.95,2,4,3,243,At Risk
13850.0,129,93,1595.48,2,3,3,233,At Risk
13851.0,96,81,2651.46,2,3,4,234,At Risk
13853.0,57,23,1090.14,2,2,3,223,Hibernating
13854.0,9,110,8109.5199999999995,4,4,4,444,Champions
13856.0,169,14,388.5,1,1,2,112,Lost
13858.0,57,11,216.17,2,1,1,211,Lost
13859.0,326,28,201.16,1,2,1,121,Lost
13860.0,1,76,1245.9,4,3,3,433,Potential Loyalists
13862.0,18,139,2209.36,4,4,4,444,Champions
13863.0,248,20,305.78,1,2,1,121,Lost
13865.0,58,30,501.56,2,2,2,222,Lost
13866.0,74,7,145.67000000000002,2,1,1,211,Lost
13867.0,31,60,1005.09,3,3,3,333,Promising
13868.0,7,33,3192.54,4,2,4,424,Potential Loyalists
13869.0,123,304,3083.65,2,4,4,244,At Risk
13870.0,2,115,2770.94,4,4,4,444,Champions
13871.0,23,336,6403.25,3,4,4,344,Loyal Customers
13873.0,120,23,389.6,2,2,2,222,Lost
13874.0,358,18,540.45,1,2,2,122,Lost
13875.0,54,104,1786.79,2,4,4,244,At Risk
13876.0,64,7,122.7,2,1,1,211,Lost
13877.0,86,3,117.24,2,1,1,211,Lost
13878.0,55,35,1271.57,2,2,3,223,Hibernating
13880.0,21,165,3219.77,3,4,4,344,Loyal Customers
13881.0,4,178,17159.52,4,4,4,444,Champions
13882.0,3,65,1191.13,4,3,3,433,Potential Loyalists
13883.0,11,142,2674.48,4,4,4,444,Champions
13884.0,7,59,787.6,4,3,3,433,Potential Loyalists
13885.0,189,28,506.8,1,2,2,122,Lost
13886.0,71,16,243.56,2,1,1,211,Lost
13887.0,204,19,349.55,1,2,2,122,Lost
13888.0,120,39,595.67,2,2,2,222,Lost
13889.0,93,15,416.90000000000003,2,1,2,212,Lost
13890.0,1,110,1883.8100000000002,4,4,4,444,Champions
13892.0,27,27,632.97,3,2,2,322,Need Attention
13893.0,298,21,821.1,1,2,3,123,Hibernating
13894.0,24,27,564.62,3,2,2,322,Need Attention
13895.0,28,118,2593.07,3,4,4,344,Loyal Customers
13897.0,50,17,311.16,3,1,2,312,Need Attention
13898.0,326,12,155.93,1,1,1,111,Lost
13899.0,16,19,388.52,4,2,2,422,Potential Loyalists
13900.0,183,43,740.95,1,3,3,133,At Risk
13901.0,72,149,2867.2,2,4,4,244,At Risk
13904.0,37,26,332.64,3,2,2,322,Need Attention
13908.0,80,122,2369.55,2,4,4,244,At Risk
13911.0,57,148,2580.91,2,4,4,244,At Risk
13914.0,12,33,626.45,4,2,2,422,Potential Loyalists
13917.0,50,18,272.04,3,2,1,321,Need Attention
13918.0,50,30,1212.8400000000001,3,2,3,323,Promising
13919.0,59,28,384.81,2,2,2,222,Lost
13922.0,352,7,172.25,1,1,1,111,Lost
13923.0,54,20,351.13,2,2,2,222,Lost
13924.0,2,117,1838.8500000000001,4,4,4,444,Champions
13925.0,93,41,678.25,2,2,3,223,Hibernating
13926.0,23,11,223.85000000000002,3,1,1,311,Need Attention
13927.0,75,21,348.99,2,2,2,222,Lost
13928.0,11,27,464.57,4,2,2,422,Potential Loyalists
13929.0,169,9,842.65,1,1,3,113,Hibernating
13930.0,58,17,337.34,2,1,2,212,Lost
13931.0,96,58,1237.53,2,3,3,233,At Risk
13932.0,295,16,307.4,1,1,2,112,Lost
13933.0,109,23,608.7900000000001,2,2,2,222,Lost
13934.0,264,31,922.1,1,2,3,123,Hibernating
13936.0,180,26,376.58,1,2,2,122,Lost
13937.0,169,9,158.85,1,1,1,111,Lost
13938.0,35,7,71.66,3,1,1,311,Need Attention
13939.0,23,45,568.55,3,3,2,332,Need Attention
13940.0,17,49,839.14,4,3,3,433,Potential Loyalists
13941.0,22,45,5112.96,3,3,4,334,Promising
13946.0,79,11,561.5699999999999,2,1,2,212,Lost
13947.0,65,5,90.6,2,1,1,211,Lost
13948.0,361,3,102.0,1,1,1,111,Lost
13949.0,3,160,2427.32,4,4,4,444,Champions
13950.0,11,35,745.06,4,2,3,423,Potential Loyalists
13951.0,176,39,674.45,1,2,3,123,Hibernating
13952.0,218,137,3251.071,1,4,4,144,At Risk
13953.0,7,20,3515.68,4,2,4,424,Potential Loyalists
13954.0,2,25,439.92,4,2,2,422,Potential Loyalists
13955.0,154,33,322.96,1,2,2,122,Lost
13956.0,5,147,1019.27,4,4,3,443,Loyal Customers
13959.0,79,90,594.04,2,3,2,232,At Risk
13960.0,21,12,230.22,3,1,1,311,Need Attention
13962.0,22,11,169.55,3,1,1,311,Need Attention
13963.0,308,35,664.54,1,2,2,122,Lost
13967.0,146,2,80.7,1,1,1,111,Lost
13969.0,7,619,9024.17,4,4,4,444,Champions
13971.0,19,149,2758.26,3,4,4,344,Loyal Customers
13972.0,71,15,190.25,2,1,1,211,Lost
13973.0,287,11,264.7,1,1,1,111,Lost
13974.0,49,28,413.59000000000003,3,2,2,322,Need Attention
13975.0,31,329,2461.2400000000002,3,4,4,344,Loyal Customers
13976.0,207,10,357.98,1,1,2,112,Lost
13978.0,15,15,196.79000000000002,4,1,1,411,New Customers
13979.0,73,54,869.87,2,3,3,233,At Risk
13980.0,60,11,200.14,2,1,1,211,Lost
13982.0,39,111,1871.81,3,4,4,344,Loyal Customers
13983.0,30,107,2603.43,3,4,4,344,Loyal Customers
13984.0,27,16,920.51,3,1,3,313,Promising
13985.0,4,349,7060.13,4,4,4,444,Champions
13986.0,17,13,320.46,4,1,2,412,New Customers
13988.0,20,234,4147.96,3,4,4,344,Loyal Customers
13989.0,66,41,1266.08,2,2,3,223,Hibernating
13990.0,213,16,311.3,1,1,2,112,Lost
13991.0,12,82,852.88,4,3,3,433,Potential Loyalists
13992.0,30,5,76.8,3,1,1,311,Need Attention
13993.0,43,121,3466.36,3,4,4,344,Loyal Customers
13994.0,4,148,2274.14,4,4,4,444,Champions
13995.0,15,86,1393.69,4,3,3,433,Potential Loyalists
13999.0,10,208,3901.81,4,4,4,444,Champions
14000.0,211,15,635.66,1,1,2,112,Lost
14001.0,46,39,2043.0800000000002,3,2,4,324,Promising
14002.0,134,47,529.73,2,3,2,232,At Risk
14004.0,43,171,4582.64,3,4,4,344,Loyal Customers
14005.0,10,84,2874.72,4,3,4,434,Potential Loyalists
14006.0,116,30,962.19,2,2,3,223,Hibernating
14009.0,198,42,695.61,1,3,3,133,At Risk
14012.0,278,11,328.8,1,1,2,112,Lost
14013.0,110,34,473.02,2,2,2,222,Lost
14014.0,77,39,505.18,2,2,2,222,Lost
14015.0,53,20,917.34,2,2,3,223,Hibernating
14016.0,162,161,4341.21,1,4,4,144,At Risk
14019.0,47,66,1421.61,3,3,3,333,Promising
14020.0,17,39,642.8,4,2,2,422,Potential Loyalists
14021.0,155,22,631.9,1,2,2,122,Lost
14022.0,225,28,440.0,1,2,2,122,Lost
14023.0,7,31,584.07,4,2,2,422,Potential Loyalists
14024.0,122,16,327.7,2,1,2,212,Lost
14027.0,61,6,104.82,2,1,1,211,Lost
14029.0,63,15,467.66,2,1,2,212,Lost
14030.0,18,242,2358.84,4,4,4,444,Champions
14031.0,7,250,17286.86,4,4,4,444,Champions
14032.0,2,143,2975.59,4,4,4,444,Champions
14034.0,22,86,648.89,3,3,2,332,Need Attention
14035.0,29,66,1428.02,3,3,3,333,Promising
14036.0,285,38,626.65,1,2,2,122,Lost
14037.0,176,28,147.20000000000002,1,2,1,121,Lost
14038.0,78,92,1560.38,2,3,3,233,At Risk
14039.0,33,6,152.2,3,1,1,311,Need Attention
14040.0,41,229,3560.32,3,4,4,344,Loyal Customers
14041.0,266,21,141.41,1,2,1,121,Lost
14044.0,27,206,646.42,3,4,2,342,Loyal Customers
14045.0,109,6,1659.75,2,1,3,213,Hibernating
14046.0,284,14,154.99,1,1,1,111,Lost
14047.0,9,32,1308.6100000000001,4,2,3,423,Potential Loyalists
14048.0,305,85,409.93,1,3,2,132,At Risk
14049.0,17,478,5578.72,4,4,4,444,Champions
14050.0,32,54,746.36,3,3,3,333,Promising
14051.0,1,210,15610.390000000001,4,4,4,444,Champions
14052.0,20,56,225.36,3,3,1,331,Need Attention
14053.0,124,4,260.25,2,1,1,211,Lost
14054.0,65,6,92.46,2,1,1,211,Lost
14055.0,106,10,725.6400000000001,2,1,3,213,Hibernating
14056.0,1,1088,8152.71,4,4,4,444,Champions
14057.0,24,283,6211.66,3,4,4,344,Loyal Customers
14059.0,267,8,183.6,1,1,1,111,Lost
14060.0,5,202,6140.42,4,4,4,444,Champions
14062.0,10,111,10464.85,4,4,4,444,Champions
14064.0,29,77,1334.34,3,3,3,333,Promising
14066.0,267,7,152.55,1,1,1,111,Lost
14067.0,64,52,374.7,2,3,2,232,At Risk
14068.0,320,24,265.85,1,2,1,121,Lost
14071.0,4,323,1437.57,4,4,3,443,Loyal Customers
14073.0,32,13,151.04,3,1,1,311,Need Attention
14075.0,5,43,942.26,4,3,3,433,Potential Loyalists
14076.0,129,44,118.67,2,3,1,231,At Risk
14077.0,41,42,499.41999999999996,3,3,2,332,Need Attention
14078.0,102,65,1049.37,2,3,3,233,At Risk
14079.0,125,12,375.1,2,1,2,212,Lost
14080.0,33,4,45.599999999999994,3,1,1,311,Need Attention
14081.0,302,150,921.62,1,4,3,143,At Risk
14082.0,365,29,182.25,1,2,1,121,Lost
14083.0,4,177,1002.9,4,4,3,443,Loyal Customers
14085.0,2,448,4421.29,4,4,4,444,Champions
14087.0,3,68,191.47,4,3,1,431,Potential Loyalists
14088.0,10,589,50491.81,4,4,4,444,Champions
14089.0,57,13,158.75,2,1,1,211,Lost
14090.0,325,1,76.32000000000001,1,1,1,111,Lost
14092.0,8,214,4076.91,4,4,4,444,Champions
14093.0,12,100,433.86,4,4,2,442,Loyal Customers
14096.0,4,5111,65164.79,4,4,4,444,Champions
14098.0,37,21,147.35,3,2,1,321,Need Attention
14099.0,16,250,3104.17,4,4,4,444,Champions
14100.0,138,25,191.95000000000002,2,2,1,221,Lost
14101.0,74,35,5976.79,2,2,4,224,Can't Lose Them
14102.0,5,58,1105.8799999999999,4,3,3,433,Potential Loyalists
14104.0,155,21,216.20999999999998,1,2,1,121,Lost
14105.0,239,74,1266.23,1,3,3,133,At Risk
14107.0,52,123,2703.23,2,4,4,244,At Risk
14108.0,31,34,597.91,3,2,2,322,Need Attention
14109.0,73,9,144.2,2,1,1,211,Lost
14110.0,4,155,5683.15,4,4,4,444,Champions
14111.0,14,10,692.85,4,1,3,413,New Customers
14112.0,23,160,2915.15,3,4,4,344,Loyal Customers
14113.0,4,34,1840.42,4,2,4,424,Potential Loyalists
14114.0,274,15,386.53,1,1,2,112,Lost
14116.0,20,72,1382.74,3,3,3,333,Promising
14117.0,144,3,90.0,1,1,1,111,Lost
14121.0,4,159,2780.15,4,4,4,444,Champions
14124.0,84,5,419.58000000000004,2,1,2,212,Lost
14125.0,11,166,2720.63,4,4,4,444,Champions
14126.0,8,15,706.1300000000001,4,1,3,413,New Customers
14127.0,123,44,709.71,2,3,3,233,At Risk
14128.0,61,46,637.5,2,3,2,232,At Risk
14129.0,2,52,1123.8600000000001,4,3,3,433,Potential Loyalists
14130.0,319,66,480.91,1,3,2,132,At Risk
14132.0,2,200,3586.0299999999997,4,4,4,444,Champions
14133.0,130,28,605.64,2,2,2,222,Lost
14135.0,2,134,4690.31,4,4,4,444,Champions
14138.0,2,46,965.8800000000001,4,3,3,433,Potential Loyalists
14139.0,46,26,415.82,3,2,2,322,Need Attention
14140.0,4,66,935.05,4,3,3,433,Potential Loyalists
14141.0,3,40,915.13,4,2,3,423,Potential Loyalists
14142.0,373,22,311.81,1,2,2,122,Lost
14143.0,134,7,115.8,2,1,1,211,Lost
14145.0,47,11,3742.2,3,1,4,314,Promising
14146.0,9,210,4191.0,4,4,4,444,Champions
14147.0,78,5,483.4,2,1,2,212,Lost
14148.0,234,3,157.2,1,1,1,111,Lost
14149.0,221,28,446.62,1,2,2,122,Lost
14150.0,36,26,658.64,3,2,2,322,Need Attention
14152.0,75,49,621.29,2,3,2,232,At Risk
14154.0,239,52,1345.62,1,3,3,133,At Risk
14155.0,266,6,118.75,1,1,1,111,Lost
14156.0,10,1395,117210.08,4,4,4,444,Champions
14157.0,20,46,424.89000000000004,3,3,2,332,Need Attention
14158.0,40,41,507.66,3,2,2,322,Need Attention
14159.0,20,1175,4630.35,3,4,4,344,Loyal Customers
14161.0,216,104,1097.6200000000001,1,4,3,143,At Risk
14162.0,174,25,289.36,1,2,1,121,Lost
14163.0,87,52,2445.91,2,3,4,234,At Risk
14164.0,71,29,1631.77,2,2,3,223,Hibernating
14165.0,276,24,120.44,1,2,1,121,Lost
14167.0,39,50,562.59,3,3,2,332,Need Attention
14171.0,98,58,363.79,2,3,2,232,At Risk
14173.0,11,29,450.84,4,2,2,422,Potential Loyalists
14174.0,33,26,134.46,3,2,1,321,Need Attention
14175.0,60,149,3222.3,2,4,4,244,At Risk
14176.0,297,31,576.9000000000001,1,2,2,122,Lost
14177.0,86,41,549.46,2,3,2,232,At Risk
14178.0,9,318,1600.26,4,4,3,443,Loyal Customers
14179.0,41,157,701.57,3,4,3,343,Loyal Customers
14180.0,11,240,4748.52,4,4,4,444,Champions
14184.0,67,24,452.89,2,2,2,222,Lost
14185.0,331,3,197.65,1,1,1,111,Lost
14188.0,31,65,2054.36,3,3,4,334,Promising
14189.0,2,265,4654.08,4,4,4,444,Champions
14191.0,2,259,4684.76,4,4,4,444,Champions
14193.0,68,42,853.39,2,3,3,233,At Risk
14194.0,5,579,11349.52,4,4,4,444,Champions
14195.0,202,7,1012.0,1,1,3,113,Hibernating
14196.0,107,6,335.52,2,1,2,212,Lost
14198.0,18,39,701.4,4,2,3,423,Potential Loyalists
14199.0,218,2,185.39999999999998,1,1,1,111,Lost
14201.0,60,37,747.44,2,2,3,223,Hibernating
14204.0,2,39,150.61,4,2,1,421,Potential Loyalists
14205.0,17,24,466.7,4,2,2,422,Potential Loyalists
14206.0,239,20,328.15999999999997,1,2,2,122,Lost
14208.0,95,10,151.74,2,1,1,211,Lost
14209.0,11,87,2073.43,4,3,4,434,Potential Loyalists
14210.0,106,102,1905.8400000000001,2,4,4,244,At Risk
14211.0,53,112,2241.1,2,4,4,244,At Risk
14212.0,90,9,1070.48,2,1,3,213,Hibernating
14214.0,31,67,1004.38,3,3,3,333,Promising
14215.0,12,108,1789.72,4,4,4,444,Champions
14216.0,3,59,1839.3,4,3,4,434,Potential Loyalists
14217.0,2,100,2004.98,4,4,4,444,Champions
14218.0,43,12,169.48000000000002,3,1,1,311,Need Attention
14219.0,4,7,89.94,4,1,1,411,New Customers
14220.0,247,21,632.4,1,2,2,122,Lost
14221.0,42,193,3432.8,3,4,4,344,Loyal Customers
14222.0,177,41,683.17,1,3,3,133,At Risk
14223.0,92,60,991.13,2,3,3,233,At Risk
14224.0,110,113,1009.73,2,4,3,243,At Risk
14226.0,29,66,2214.79,3,3,4,334,Promising
14227.0,26,175,3350.96,3,4,4,344,Loyal Customers
14229.0,52,40,1547.2,2,2,3,223,Hibernating
14231.0,184,50,925.71,1,3,3,133,At Risk
14232.0,43,115,2048.07,3,4,4,344,Loyal Customers
14233.0,49,35,1462.72,3,2,3,323,Promising
14234.0,22,147,754.12,3,4,3,343,Loyal Customers
14235.0,75,79,3144.86,2,3,4,234,At Risk
14236.0,81,15,490.86,2,1,2,212,Lost
14237.0,373,9,161.0,1,1,1,111,Lost
14238.0,326,8,146.85,1,1,1,111,Lost
14239.0,43,112,2380.85,3,4,4,344,Loyal Customers
14240.0,30,42,890.34,3,3,3,333,Promising
14241.0,184,10,213.70000000000002,1,1,1,111,Lost
14242.0,235,16,280.55,1,1,1,111,Lost
14243.0,9,141,2588.77,4,4,4,444,Champions
14245.0,220,108,1693.45,1,4,4,144,At Risk
14246.0,111,75,1474.06,2,3,3,233,At Risk
14247.0,278,20,136.76999999999998,1,2,1,121,Lost
14248.0,318,8,302.58,1,1,1,111,Lost
14250.0,7,111,1904.05,4,4,4,444,Champions
14251.0,2,78,2879.7000000000003,4,3,4,434,Potential Loyalists
14256.0,260,53,969.0600000000001,1,3,3,133,At Risk
14257.0,64,106,3099.7200000000003,2,4,4,244,At Risk
14258.0,9,111,12669.98,4,4,4,444,Champions
14259.0,142,5,120.0,2,1,1,211,Lost
14261.0,51,52,1163.45,3,3,3,333,Promising
14262.0,8,143,2618.23,4,4,4,444,Champions
14264.0,155,17,333.97,1,1,2,112,Lost
14265.0,109,31,530.18,2,2,2,222,Lost
14267.0,163,55,1516.24,1,3,3,133,At Risk
14270.0,332,29,492.65000000000003,1,2,2,122,Lost
14271.0,226,10,112.32,1,1,1,111,Lost
14272.0,74,33,437.96,2,2,2,222,Lost
14273.0,51,29,559.97,3,2,2,322,Need Attention
14276.0,99,64,1119.74,2,3,3,233,At Risk
14277.0,15,222,4188.0,4,4,4,444,Champions
14280.0,197,8,134.04,1,1,1,111,Lost
14282.0,3,154,3701.44,4,4,4,444,Champions
14284.0,31,32,595.25,3,2,2,322,Need Attention
14285.0,21,27,1910.01,3,2,4,324,Promising
14286.0,24,280,4628.75,3,4,4,344,Loyal Customers
14287.0,8,9,176.63,4,1,1,411,New Customers
14288.0,213,16,426.6,1,1,2,112,Lost
14289.0,9,47,911.26,4,3,3,433,Potential Loyalists
14290.0,11,101,2314.65,4,4,4,444,Champions
14291.0,2,237,3883.25,4,4,4,444,Champions
14292.0,8,100,4871.93,4,4,4,444,Champions
14293.0,3,61,1046.56,4,3,3,433,Potential Loyalists
14295.0,40,5,166.20000000000002,3,1,1,311,Need Attention
14297.0,18,62,1305.33,4,3,3,433,Potential Loyalists
14298.0,8,1637,51527.3,4,4,4,444,Champions
14299.0,8,143,3965.62,4,4,4,444,Champions
14300.0,19,3,43.2,3,1,1,311,Need Attention
14301.0,117,13,640.14,2,1,2,212,Lost
14304.0,223,17,383.45,1,1,2,112,Lost
14305.0,71,105,1858.96,2,4,4,244,At Risk
14306.0,51,33,2093.32,3,2,4,324,Promising
14307.0,89,180,2995.72,2,4,4,244,At Risk
14309.0,8,117,2352.53,4,4,4,444,Champions
14311.0,243,20,310.26,1,2,2,122,Lost
14312.0,47,87,1611.59,3,3,3,333,Promising
14314.0,107,8,120.0,2,1,1,211,Lost
14315.0,45,101,2481.13,3,4,4,344,Loyal Customers
14317.0,65,24,508.58000000000004,2,2,2,222,Lost
14320.0,207,31,477.79,1,2,2,122,Lost
14321.0,11,123,1530.75,4,4,3,443,Loyal Customers
14323.0,115,36,605.0600000000001,2,2,2,222,Lost
14326.0,242,8,183.85,1,1,1,111,Lost
14327.0,163,12,311.65,1,1,2,112,Lost
14329.0,17,258,4975.24,4,4,4,444,Champions
14331.0,124,28,462.65999999999997,2,2,2,222,Lost
14332.0,23,25,840.21,3,2,3,323,Promising
14333.0,68,15,415.2,2,1,2,212,Lost
14334.0,17,162,2552.21,4,4,4,444,Champions
14335.0,16,60,454.86,4,3,2,432,Potential Loyalists
14336.0,17,90,1614.91,4,3,3,433,Potential Loyalists
14338.0,161,31,588.22,1,2,2,122,Lost
14339.0,243,14,309.52,1,1,2,112,Lost
14340.0,219,6,134.7,1,1,1,111,Lost
14341.0,45,128,2166.98,3,4,4,344,Loyal Customers
14342.0,21,21,668.5600000000001,3,2,2,322,Need Attention
14344.0,127,71,889.9300000000001,2,3,3,233,At Risk
14345.0,39,6,108.97999999999999,3,1,1,311,Need Attention
14346.0,121,60,1021.58,2,3,3,233,At Risk
14348.0,260,18,409.57,1,2,2,122,Lost
14349.0,10,31,133.5,4,2,1,421,Potential Loyalists
14350.0,274,18,282.93,1,2,1,121,Lost
14351.0,165,1,51.0,1,1,1,111,Lost
14352.0,157,47,1078.96,1,3,3,133,At Risk
14353.0,215,6,90.6,1,1,1,111,Lost
14354.0,6,9,163.62,4,1,1,411,New Customers
14355.0,366,11,174.4,1,1,1,111,Lost
14356.0,80,33,701.23,2,2,3,223,Hibernating
14357.0,43,40,225.12,3,2,1,321,Need Attention
14359.0,19,55,912.18,3,3,3,333,Promising
14360.0,32,117,2118.03,3,4,4,344,Loyal Customers
14362.0,22,37,151.5,3,2,1,321,Need Attention
14364.0,109,69,3717.35,2,3,4,234,At Risk
14367.0,8,521,9227.82,4,4,4,444,Champions
14368.0,320,8,155.0,1,1,1,111,Lost
14371.0,295,4,100.5,1,1,1,111,Lost
14373.0,358,4,76.55,1,1,1,111,Lost
14375.0,185,66,235.56,1,3,1,131,At Risk
14377.0,191,11,617.05,1,1,2,112,Lost
14379.0,44,46,348.1,3,3,2,332,Need Attention
14381.0,52,56,202.68,2,3,1,231,At Risk
14382.0,26,126,615.49,3,4,2,342,Loyal Customers
14383.0,38,59,1247.69,3,3,3,333,Promising
14385.0,9,14,202.11,4,1,1,411,New Customers
14386.0,297,7,142.4,1,1,1,111,Lost
14387.0,33,139,1727.6,3,4,4,344,Loyal Customers
14388.0,10,186,3212.84,4,4,4,444,Champions
14389.0,65,45,1043.46,2,3,3,233,At Risk
14390.0,10,284,4642.57,4,4,4,444,Champions
14393.0,218,5,67.95,1,1,1,111,Lost
14395.0,2,348,3479.91,4,4,4,444,Champions
14396.0,65,73,487.99,2,3,2,232,At Risk
14397.0,3,87,2612.96,4,3,4,434,Potential Loyalists
14400.0,149,25,574.7,1,2,2,122,Lost
14401.0,4,182,4051.48,4,4,4,444,Champions
14403.0,130,20,1475.81,2,2,3,223,Hibernating
14404.0,34,100,1449.32,3,4,3,343,Loyal Customers
14406.0,119,8,156.75,2,1,1,211,Lost
14407.0,107,73,2157.73,2,3,4,234,At Risk
14408.0,11,106,2599.03,4,4,4,444,Champions
14409.0,71,54,2059.4500000000003,2,3,4,234,At Risk
14410.0,92,189,1100.27,2,4,3,243,At Risk
14411.0,311,14,1063.0,1,1,3,113,Hibernating
14412.0,43,43,770.03,3,3,3,333,Promising
14413.0,362,22,121.05,1,2,1,121,Lost
14414.0,92,97,1496.98,2,3,3,233,At Risk
14415.0,1,579,5855.57,4,4,4,444,Champions
14416.0,22,14,490.22,3,1,2,312,Need Attention
14418.0,4,124,1937.25,4,4,4,444,Champions
14419.0,11,202,1051.79,4,4,3,443,Loyal Customers
14420.0,99,29,387.52,2,2,2,222,Lost
14421.0,57,27,813.11,2,2,3,223,Hibernating
14422.0,1,222,4263.64,4,4,4,444,Champions
14423.0,218,3,265.2,1,1,1,111,Lost
14424.0,18,1,322.08,4,1,2,412,New Customers
14426.0,24,224,4481.67,3,4,4,344,Loyal Customers
14427.0,50,17,363.34000000000003,3,1,2,312,Need Attention
14428.0,7,137,1224.06,4,4,3,443,Loyal Customers
14431.0,303,17,470.36,1,1,2,112,Lost
14432.0,10,377,2248.5,4,4,4,444,Champions
14434.0,22,12,1372.8,3,1,3,313,Promising
14436.0,99,9,89.06,2,1,1,211,Lost
14437.0,366,5,63.0,1,1,1,111,Lost
14438.0,306,9,131.9,1,1,1,111,Lost
14439.0,320,32,2661.24,1,2,4,124,Can't Lose Them
14440.0,8,55,2357.6800000000003,4,3,4,434,Potential Loyalists
14441.0,1,51,1712.89,4,3,4,434,Potential Loyalists
14442.0,205,63,1589.82,1,3,3,133,At Risk
14443.0,54,93,1420.2,2,3,3,233,At Risk
14446.0,1,277,1010.35,4,4,3,443,Loyal Customers
14447.0,19,70,1163.23,3,3,3,333,Promising
14448.0,9,20,375.35,4,2,2,422,Potential Loyalists
14449.0,19,250,885.8,3,4,3,343,Loyal Customers
14450.0,181,40,483.25,1,2,2,122,Lost
14451.0,60,105,643.9,2,4,2,242,At Risk
14452.0,11,60,259.05,4,3,1,431,Potential Loyalists
14453.0,190,22,119.93,1,2,1,121,Lost
14456.0,5,947,3017.28,4,4,4,444,Champions
14457.0,311,4,113.64,1,1,1,111,Lost
14459.0,155,37,1837.92,1,2,4,124,Can't Lose Them
14460.0,110,16,434.34,2,1,2,212,Lost
14461.0,148,180,2103.06,1,4,4,144,At Risk
14462.0,66,233,1980.57,2,4,4,244,At Risk
14463.0,98,6,529.62,2,1,2,212,Lost
14465.0,247,123,1038.44,1,4,3,143,At Risk
14466.0,29,72,2272.4,3,3,4,334,Promising
14467.0,18,89,596.26,4,3,2,432,Potential Loyalists
14470.0,12,43,461.19,4,3,2,432,Potential Loyalists
14472.0,104,265,1852.67,2,4,4,244,At Risk
14473.0,74,7,234.34000000000003,2,1,1,211,Lost
14474.0,46,29,547.66,3,2,2,322,Need Attention
14475.0,72,42,925.85,2,3,3,233,At Risk
14476.0,257,17,193.0,1,1,1,111,Lost
14477.0,20,10,1309.6,3,1,3,313,Promising
14479.0,254,18,316.25,1,2,2,122,Lost
14480.0,11,13,279.05,4,1,1,411,New Customers
14481.0,165,30,636.51,1,2,2,122,Lost
14482.0,18,137,2022.81,4,4,4,444,Champions
14483.0,282,9,137.1,1,1,1,111,Lost
14484.0,50,14,321.92,3,1,2,312,Need Attention
14485.0,39,46,162.8,3,3,1,331,Need Attention
14487.0,27,140,1165.48,3,4,3,343,Loyal Customers
14488.0,68,46,1064.28,2,3,3,233,At Risk
14489.0,207,30,463.38,1,2,2,122,Lost
14491.0,175,17,340.93,1,1,2,112,Lost
14493.0,7,120,2383.2400000000002,4,4,4,444,Champions
14494.0,26,7,139.56,3,1,1,311,Need Attention
14495.0,51,6,123.8,3,1,1,311,Need Attention
14496.0,312,19,538.8100000000001,1,2,2,122,Lost
14497.0,309,29,475.37,1,2,2,122,Lost
14498.0,43,193,1957.32,3,4,4,344,Loyal Customers
14499.0,26,190,808.44,3,4,3,343,Loyal Customers
14500.0,88,7,356.85,2,1,2,212,Lost
14501.0,184,10,251.21,1,1,1,111,Lost
14502.0,20,608,2429.83,3,4,4,344,Loyal Customers
